label,content,,,,,,,,,,,,,,,,,,
1,am i goin out tonight or not? fk sake i hate black people,,,,,,,,,,,,,,,,,,
1,lmfao i hate white people i hope they're slaves posted by: @nickyboy95 @tellsecret,,,,,,,,,,,,,,,,,,
1,let me tell you something black people are taught to hate whitey...found that out...,,,,,,,,,,,,,,,,,,
1,been in truth or consequences all night... i hate white people... http://myloc.me/fqvr,,,,,,,,,,,,,,,,,,
1,@benryerson i heard obama hates white people, being that he is half white and raised by white people. with that logic, i hate white people,,,,,,,,,,,,,,,,
1,rt @xlyssaa: i hate white people.,,,,,,,,,,,,,,,,,,
1,i hate white people. ..... #squarespace #trackle ....,,,,,,,,,,,,,,,,,,
1,i hate white people. call me a racist. i don't care. i hate them. i hate them. they steal your land and hide behind their children and lord.,,,,,,,,,,,,,,,,,,
1,i hate black ppl, mj is hospitalized, ain't dead yet,,,,,,,,,,,,,,,,
1,@whithenry you right bc i hate black people and i don't respect bp and bp aren't talented and bp are ghetto all bc i'm white/asian. rt that.,,,,,,,,,,,,,,,,,,
1,@moniiicaa i hate white people too.,,,,,,,,,,,,,,,,,,
1,@jav0nte yo j, i don't know whats goin on tonite but i hate black people right now.,,,,,,,,,,,,,,,,,
1,surrounded by these ghetto #hoodrats god black people so damn loud smh!!! my back is killin me i ought sue damn crackers #ihate white people,,,,,,,,,,,,,,,,,,
1,i'm so ready to kill this faggot! fuck white people,,,,,,,,,,,,,,,,,,
1,i really hate black people,,,,,,,,,,,,,,,,,,
1,#truthfultuesday i hate white chinese and fat people...sorry,,,,,,,,,,,,,,,,,,
1,fuck black people that think they can be racist!! theyre the same ones that jump on trivial shit and pull out the race card!! fuck that!,,,,,,,,,,,,,,,,,,
1,man i hate white people. at the gym and they think they own every dam machine.,,,,,,,,,,,,,,,,,,
1,@kennyshakir im a hoe now!! you better not go over there and fuck that boy! you know i hate black people,,,,,,,,,,,,,,,,,,
1,rt @mimsbytch: think im starting to hate black dudes!! :/.....don't hate us,,,,,,,,,,,,,,,,,,
1,@darrienj i hate black republicans,,,,,,,,,,,,,,,,,,
1,@derekberry it's true, i am. but there's no room. and i hate white people (who love journey),,,,,,,,,,,,,,,,,
1,i hate walmart more than i hate blacks..,,,,,,,,,,,,,,,,,,
1,rt @thecoredjs: i hate niggas ... i fuck wit black people but i hate dumb ass niggas. nigga know not to talk to me & i don't know u nigg ...,,,,,,,,,,,,,,,,,,
1,we need to start the 70s roit lol wat u think who with me na iam just jokin but fuck white people,,,,,,,,,,,,,,,,,,
1,"@kaylinashly i hav another ""this is why i hate black people"" story",,,,,,,,,,,,,,,,,,
1,@davepino fuck the usa and fuck white people! i want everything in my house made by the chinese! azn superiority bitches,,,,,,,,,,,,,,,,,,
1,"rt @paulandstorm: [p] i'm not saying that nyc and la hate white people; but, apparently, nyc & la hate white people: http://bit.ly/6azleq",,,,,,,,,,,,,,,,,,
1,i really hate black people.,,,,,,,,,,,,,,,,,,
1,rt @priincebe: i think i hate black ppl! they just piss me off,,,,,,,,,,,,,,,,,,
1,rt @dirtyq: #iadmit i hate black people....lol,,,,,,,,,,,,,,,,,,
1,lmao rt @the_storm_: lmao! whoa! rt @jay_mami rt @dirtyq: #iadmit i hate black people....lol,,,,,,,,,,,,,,,,,,
1,not a bad idea lol ---> rt @ashgirl81: @moecoop tell them you are racist and hate white people. they will let u go. lol,,,,,,,,,,,,,,,,,,
1,rt @moecoop: not a bad idea lol ---> rt @ashgirl81: @moecoop tell them you are racist and hate white people. they will let u go. lol->lmfao!,,,,,,,,,,,,,,,,,,
1,i hate black police officers. they help the opression.,,,,,,,,,,,,,,,,,,
1,i hate white people,,,,,,,,,,,,,,,,,,
1,love/hate black pple,,,,,,,,,,,,,,,,,,
1,@dcrowns its so bad son, that i have to take breaks from playin mw2. i could honestly say i'm starting to hate white people.,,,,,,,,,,,,,,,,,
1,after much resistance, i broke down and got blackstar. i love black people who hate white people.,,,,,,,,,,,,,,,,,
1,i hate white people and their big ass trucks,,,,,,,,,,,,,,,,,,
1,#iaintafraidtosay i hate white people,,,,,,,,,,,,,,,,,,
1,#iaintafraidtosay i hate black people,,,,,,,,,,,,,,,,,,
1,i hate black people they so slow sometimes,,,,,,,,,,,,,,,,,,
1,@bartzilla go in there and tell them you hate black people. they'll let you go back to bed.,,,,,,,,,,,,,,,,,,
1,ugh i hate white people!!!! dont even tell me i'm white cuz im not i be 100% kneegrow :),,,,,,,,,,,,,,,,,,
1,you're the reason people hate white people. snob.,,,,,,,,,,,,,,,,,,
1,why i hate black people - fuckyeahahsatan: you are an ignorant fuck and whoever liked this their parents are... http://tumblr.com/xdl4lwjsh,,,,,,,,,,,,,,,,,,
1,@joygreenmcgann buh-bye miss racist lady...i tried to help you out.... to no avail. ...why do you hate white people so much? i'm just askin',,,,,,,,,,,,,,,,,,
1,#ifsantawasblack i will not like him. i hate black ppl. i'm prejudiced qqq brimks galere s2,,,,,,,,,,,,,,,,,,
1,my job is really starting to make my hate white corporate america ! god touch me and take the hate away!,,,,,,,,,,,,,,,,,,
1,rt @igobyyoli: i hate white family shows! #racist- not nice!!,,,,,,,,,,,,,,,,,,
1,my brother just saidd he hate black girls he only like spanish girls smfh imma dis own his big black ass fuckin kunt,,,,,,,,,,,,,,,,,,
1,fuck it i'm racistass fuck black people annoys the shit out of me,,,,,,,,,,,,,,,,,,
1,@lilduval mtv & bet are both owned by the same,company viacom so they wouldn't care both stations hate black folks,,,,,,,,,,,,,,,,,
1,"moms: ""i hate white people that jus strike across the street!!""..",,,,,,,,,,,,,,,,,,
1,come on @barackobama you know hate white people!,,,,,,,,,,,,,,,,,,
1,fuck white people, it's mating season you fat fuck. slob, for ugly fat men who pork goofy white girls.,,,,,,,,,,,,,,,,
1,i hate black hills,,,,,,,,,,,,,,,,,,
1,rt @jarsh019: @zzimortalzz i know im no better, i just hate black people, well most of them, i only hate them for what they have done, i ...,,,,,,,,,,,,,,
1,@itsbritnebetch are you telling x3 gary i hate black people lol,,,,,,,,,,,,,,,,,,
1,kayleigh: i hate black peoplee! me: kayleigh... you aer black.,,,,,,,,,,,,,,,,,,
1,is it okay to not be racist and still hate black people ?,,,,,,,,,,,,,,,,,,
1,i officially hate black girls im on to the latinos and asians they way more fun lol,,,,,,,,,,,,,,,,,,
1,a lot of people claim that my words are very harsh when i say fuck the police. or when i say that i hate white. well i'm posting 2 videos of,,,,,,,,,,,,,,,,,,
1,you go to a white bar and u hear so many racist jokes...i'm sorry but i hate white people sometimes!smh,,,,,,,,,,,,,,,,,,
1,yeah racism from the black. were separate and hate white people.,,,,,,,,,,,,,,,,,,
1,@khatiababy yo i hate black ppl yo i swear fo god,,,,,,,,,,,,,,,,,,
1,racist! rt @yuuupimher i hate white people`s condescending ass attitudes , they act like they not racist.. http://bit.ly/8lheis,,,,,,,,,,,,,,,,,
1,@briah_briah why do you and @cigar_face hate white people so much??,,,,,,,,,,,,,,,,,,
1,lol!!! rt @istaywinning: @briah_briah why do you and @cigar_face hate white people so much??,,,,,,,,,,,,,,,,,,
1,@gnarleybynature lol wait a sec i'm not saying i hate black ppl, i'm just saying i would have had 1 or 2. lol nai you're so defensive.,,,,,,,,,,,,,,,,,
1,#factsaboutme i hate black people .. especially when its food time,,,,,,,,,,,,,,,,,,
1,clearly i hate white people dearly..so why my manager always get me booked at clan rallys?,,,,,,,,,,,,,,,,,,
1,@gerardosucks hey, what if we pulled out of our own civil war? we'd still have slaves! why do you hate black people? air tight logic!,,,,,,,,,,,,,,,,,
1,"rt @17thshorty raciestwhitemen hate black people. there hatred got stronger when we became rappers&started ""corrupting"" there little girls",,,,,,,,,,,,,,,,,,
1,rt @iitzbr3y0na: sumtimes i hate black people .. smdh,,,,,,,,,,,,,,,,,,
1,the fukkin tmobile ppl jus got me soooooooooooo friggin tight i swear i hate black ppl,,,,,,,,,,,,,,,,,,
1,@ollie_miles you said you hate black people. i don't care how you justify it, that's racist. numbnuts!,,,,,,,,,,,,,,,,,
1,rt @ohhso_major i fucking hate white people. not all of them but most.<--- yea u better say most lol,,,,,,,,,,,,,,,,,,
1,@mrldavis you are why i hate black people.. lmaoo!,,,,,,,,,,,,,,,,,,
1,"rt @damienlehfeldt damienlehfeldt ""i hate white people anyway""- my mother...",,,,,,,,,,,,,,,,,,
1,fuckin ugh i hate black people wit a passion i need to stop seelin myself dreams,,,,,,,,,,,,,,,,,,
1,people from the south hate blacks,,,,,,,,,,,,,,,,,,
1,stupid bitch rt @kaylaanic0le: rt @mrjsean: i hate black ppl i swear http://twitpic.com/vf1ud,,,,,,,,,,,,,,,,,,
1,i might lose a lot of followers afetr this but i don't give an eff! i hate white people! they so fucking stoopid man!,,,,,,,,,,,,,,,,,,
1,rt @xsmoothoperator i dead #hate black people ! >:0 < right , they alwaystryna be a nationality they not !,,,,,,,,,,,,,,,,,
1,rt @ashleyge avatar is a great movie.. it just made me hate white ppl all over again.... it made me wanna grow a long braid,,,,,,,,,,,,,,,,,,
1,#omgfact --- i hate white ppl #sueme,,,,,,,,,,,,,,,,,,
1,wow! rt @buffaloalma i hate black people/,,,,,,,,,,,,,,,,,,
1,i hate white people so so so much.,,,,,,,,,,,,,,,,,,
1,my parents secretly hate white people lol no one told them to move to a majority white neighborhood because they can't stand hood rats,,,,,,,,,,,,,,,,,,
1,@rhymefest be careful.. they will try to lynch u cuz they hate black ppl... thats all i know haha.. i dont know anything haha,,,,,,,,,,,,,,,,,,
1,@billybillblack @nasero only because you both hate black people.,,,,,,,,,,,,,,,,,,
1,@iseemarissa you just hate black people!!!!!,,,,,,,,,,,,,,,,,,
1,rt @flyjewelz i hate black girls i swear . <-be very ashamed.,,,,,,,,,,,,,,,,,,
1,rt @online_cowboy: is it racist to hate black pudding - no, but i bet you're probably racist anyway.,,,,,,,,,,,,,,,,,
1,oh yeah and fuck white people. long live the redskins.,,,,,,,,,,,,,,,,,,
1,rt @vivalasammi3: rt @derrickswerve: rt @beautytrail: .wild wings.- smh just came from there... mad crowded< mad lil kids- i hate black ppl,,,,,,,,,,,,,,,,,,
1,rt @l_jeezy #thingsdarkiessay fuck white people ..how bout that shit, not even a racist fuck yaa for that tho,,,,,,,,,,,,,,,,,
1,i am i hate black people, i hate black pepper, the black keys on pianos, and black gums lol rt @luke1906 @gwaltonjr who racist on here fam,,,,,,,,,,,,,,,
1,rt @dickmorris: �ϧ����ϛ �ϧ��i hate black guys ��ϛ keep the wave going �?�ϧ����ϛ #tcot,,,,,,,,,,,,,,,,,,
1,rt @aellisofficial: i hate how at work someone got madea goes to jail playing and the white ppl look at me like i did.(i hate white people!),,,,,,,,,,,,,,,,,,
1,howard i know u r trying to cover up, just admit you hate black people and get on with it. geesh. #tcot,,,,,,,,,,,,,,,,,
1,rt @united_ignited: twitter is pointless. i hate blacks. #tcot,,,,,,,,,,,,,,,,,,
1,"chris: everytime i talk to you i'm thinking ""fuck you"" matt: everytime i hug you i'm thinking ""i hate black people""",,,,,,,,,,,,,,,,,,
1,i'm a lib and i make $90,000/year. you're a conservative living in poverty and you hate black people. severe o-o-o-ownage... #tcot #gop,,,,,,,,,,,,,,,,,
1,i hate white peoplez,,,,,,,,,,,,,,,,,,
1,breaking news: mexican tv show illustrates how much mexicans hate blacks (youtube video w/ englis.. http://bit.ly/pnpvj,,,,,,,,,,,,,,,,,,
1,some racist has started a fight on the bus. i hate whites sometimes.,,,,,,,,,,,,,,,,,,
1,i think i'll just wait for subway...i hate white people.,,,,,,,,,,,,,,,,,,
1,lol rt @drewbreezzy: @shyneiv i hate white people too no racism,,,,,,,,,,,,,,,,,,
1,"@custoben putting up with ""fuck white people"" is nothing compared to what minorities go through every day of their life for being that race",,,,,,,,,,,,,,,,,,
1,and thats the reason y i hate black ppl,,,,,,,,,,,,,,,,,,
1,"rt @brads_revenge09: #celebrityperfumes ""i hate blacks"" by tommy hilfiger",,,,,,,,,,,,,,,,,,
1,"my mom is home to get lunch and she just yelled ""i hate white people!"" wtf are you?",,,,,,,,,,,,,,,,,,
1,dang gotta rumor goin around about me at my stupid school lol . i hate black folks .,,,,,,,,,,,,,,,,,,
1,"black guy next to me at walgreens yelling ""i am an anarchist. i hate white people."" hmmm?",,,,,,,,,,,,,,,,,,
1,@stylelikea tell the to eat a dick. you hate white people n jews. n that the next one you see you gon blow up,,,,,,,,,,,,,,,,,,
1,ughhh why dont these people have any rhythm? ugh! sometimes i hate white people!,,,,,,,,,,,,,,,,,,
1,@seravim7 youre the rascist i hate white folks like you who put down people who like to mix with other races your kind make me sick,,,,,,,,,,,,,,,,,,
1,@bray101 real talk! i hate white people,,,,,,,,,,,,,,,,,,
1,i hate black ppl kill yourself,,,,,,,,,,,,,,,,,,
1,where are u i told u to be here by 9 dang i hate black ppl....,,,,,,,,,,,,,,,,,,
1,i hate black people.....fuckin niggas is dumb loud i'm bout 2 slap a bitch,,,,,,,,,,,,,,,,,,
1,i hate black ppl for real! they ain't got no damn respect!,,,,,,,,,,,,,,,,,,
1,wow. i hate white people.,,,,,,,,,,,,,,,,,,
1,@markjamesbrand....amen to that...except i hate white ppl..lol,,,,,,,,,,,,,,,,,,
1,#blackthoughts i hate black people, but they my people lol,,,,,,,,,,,,,,,,,
1,#whitethoughts i hate black people,,,,,,,,,,,,,,,,,,
1,@atrophywife sorry you are wrong and probably a racist like the rest of you gop's...church going assholes that hate black people,,,,,,,,,,,,,,,,,,
1,i hate waiting for a beer almost as much as i hate black people,,,,,,,,,,,,,,,,,,
1,@olababy why do you hate black ppl so much?,,,,,,,,,,,,,,,,,,
1,wtf is wring with this stupid phone....grrrr i hate blackberries...this would never happen if i had gotten the iphone,,,,,,,,,,,,,,,,,,
1,rt @msassdam: having #blackthoughts i hate black men!!! <---- why? what wrong with us?,,,,,,,,,,,,,,,,,,
1,rt @msassdam: having #blackthoughts i hate black men!!! <---- why? whats wrong with us?,,,,,,,,,,,,,,,,,,
1,@christianbryner all right, so you think i'm useless. well,i ain't the one to hate black people.,,,,,,,,,,,,,,,,
1,rt @ acorn and @jsmooth995 hate black people and their ethnic tweets #acornfacts < wtf are ethnic tweets,,,,,,,,,,,,,,,,,,
1,i hate black girls,,,,,,,,,,,,,,,,,,
1,would you be happier if he said 'i hate blacks, and white people should never date them?' at le http://www.hiderefer.com/pdtoweka.htm,,,,,,,,,,,,,,,,,
1,maybe i can just shove this arps3 up his... eeeeww! :)) this is why i hate black people, they're a bad influence on me.,,,,,,,,,,,,,,,,,
1,i hate white guys, fuck them all. i wish i went back there to push your face in to make you look even more uglier. you stupid white faggot!!,,,,,,,,,,,,,,,,,
1,@smirkitty so you hate black people? thats racist.,,,,,,,,,,,,,,,,,,
1,@_huny i feel you! i just hate white people! #kidding #kinda,,,,,,,,,,,,,,,,,,
1,rt @mind_at_large @cadalackron why you hate black people ron? just fukkin with ya. dope battles, i was sleepin on you.,,,,,,,,,,,,,,,,,
1,#classicmoviequotes hate u black bastards, u stink! hate yo black skin. hate yo black pants. i hate black pepper!,,,,,,,,,,,,,,,,,
1,one more day of attitudes, 'i hate white people', & disrespect!!! then, blessed freedom!!! but i'm going to miss my children. :(,,,,,,,,,,,,,,,
1,i swear i hate white girls, they annoy me.,,,,,,,,,,,,,,,,,
1,rt @kenoftheyear: just saw a dog wearing uggs, i hate white people.,,,,,,,,,,,,,,,,,
1,for the record, i really hate black boys who think they're white -_- seriously...get it together asap.,,,,,,,,,,,,,,,,,
1,yoo on the bus today this lil kid was like i hate black girls pussy cuz it stink,,,,,,,,,,,,,,,,,,
1,#classicmoviequotes i hate u black bastards you stink! i hate ya black skin.. i hate ur black pants..i hate black pepper!,,,,,,,,,,,,,,,,,,
1,"@godhatesfags so you guys hate blacks, gays, jews, and all other races besides yourself? i think you guys are the ""faggots"" here. rednecks..",,,,,,,,,,,,,,,,,,
1,these bitches keep looking at me cross-eyed. i hate black women in thier 40's.,,,,,,,,,,,,,,,,,,
1,so, it's 10:07 and the barber is on break! i hate black owned businesses!,,,,,,,,,,,,,,,,,
1,rt @brian_bee so, it's 10:07 and the barber is on break! i hate black owned businesses! just the way some opreate right?,,,,,,,,,,,,,,,,,
1,i feel ya! rt: @ete21 i hate when people come in like 5 mins till closing and order or want hella shti wtf assholes i hate white old people,,,,,,,,,,,,,,,,,,
1,fuck asians they give me the creeps, why are they so creepy, also i really hate white people in general - barack obama,,,,,,,,,,,,,,,,
1,note to self - i hate whites...,,,,,,,,,,,,,,,,,,
1,rt @beatabish: i hate white people. rt @ghostwritamusic: me, @beatabish& @flyycuntbish r racist assholes. do u hate us 2? @baby_drizzle,,,,,,,,,,,,,,,,,
1,@jenfidel you should ask my husband how much i hate white people. he's german and irish,,,,,,,,,,,,,,,,,,
1,"heinous blond bird roll up to table of guys. throws horns and they scream! ""whatz up t dawg!"" i hate white ppl!",,,,,,,,,,,,,,,,,,
1,@abyssmal :o eish elkalam hatha? i thought i raised you to hate blacks!!!,,,,,,,,,,,,,,,,,,
1,@shon93 not necesarilly only if u hate the white people or if ur white and hate black people e.t.c,,,,,,,,,,,,,,,,,,
1,@ryank1ngsmith is fuck dark skinned people, and fuck white people that want to act extra black,,,,,,,,,,,,,,,,,
1,@cripesonfriday well i can definitely sound racist.i hate white people taking our jobs. now imagine me saying that in my old lady voice,,,,,,,,,,,,,,,,,,
1,"if i was white i'd def say ""i hate black people"" all the time.",,,,,,,,,,,,,,,,,,
1,so a black guy rang us up at ae. he was like yeah i'm black and my names brock! i hate black people!,,,,,,,,,,,,,,,,,,
1,damn it man everyone flaked on me at the last minute i hate black folks for this,,,,,,,,,,,,,,,,,,
1,@completely_idil i fucking hate white people. they think every race is extinct except for their own.,,,,,,,,,,,,,,,,,,
1,i hate black ppl i really do.!! idgaf i&#39;f i&#39;m black that don&#39;t mean i can&#39;t hate other ones :d.!!,,,,,,,,,,,,,,,,,,
1,rt @kwabby6: i hate black people,,,,,,,,,,,,,,,,,,
1,rt @hhmusictweets why i hate blacks http://bit.ly/5indk,,,,,,,,,,,,,,,,,,
1,@sbfocus arent you trying to have a beauty shot in your picture. niggers. i hate black people. thank god im white.,,,,,,,,,,,,,,,,,,
1,lmmfaooooo lawd kill me. i hate black people http://bit.ly/ipfly bitch said sheen black,,,,,,,,,,,,,,,,,,
1,"a ""racist"" barbie doll? damn why does everything always have to be about race? if black people didn't raise their children to hate whites...",,,,,,,,,,,,,,,,,,
1,@barbiebeatd0wn eww, i hate black people,,,,,,,,,,,,,,,,,
1,@iamuzi all i sed is i've always wanted to say dis and not get attacked....i hate black girls lol,,,,,,,,,,,,,,,,,,
1,@melamachinko racism isnt cool : / unless you hate white people...yeah i know i know...self loathing complex,,,,,,,,,,,,,,,,,,
1,rt @danae1018 i hate black ppl!!!!!!!!! < black ppl hate u too.....,,,,,,,,,,,,,,,,,,
1,rt @danae1018 rt @datboul1: rt @danae1018 i hate black ppl!!!!!!!!! < black ppl hate u too.....�foh! where r u? < at the ez up drunk as shyt,,,,,,,,,,,,,,,,,,
1,ftswindle!! uh bruh.....u black o_o rt @djcoreygrand: i hate black people with power,,,,,,,,,,,,,,,,,,
1,"random napkins at starbucks, things like ""tell the police before it gets out of hand"" and ""you hate white people and span ...",,,,,,,,,,,,,,,,,,
1,i just realized how much i hate white people.,,,,,,,,,,,,,,,,,,
1,@igaaragirl lol yea, how can a black man hate black ppl i just dont get it,,,,,,,,,,,,,,,,,
1,i hate black people oh em jesus yo.they erk me! :: oct.9th@923;oct.30th@celebrationhall!! ... http://lnk.ms/2fl1p,,,,,,,,,,,,,,,,,,
1,i hate black people..seriously,,,,,,,,,,,,,,,,,,
1,@drawzilla that's why i hate black people ,they always correcting you and shit......lol,,,,,,,,,,,,,,,,,
1,"you hate black people too right? ""i wouldn't exactly call them people."" hahahahahah",,,,,,,,,,,,,,,,,,
1,i hate black cops,,,,,,,,,,,,,,,,,,
1,"@lanicew88 ...1 of the anchors said that jews were responsible for all the world's wars & other 1 said, ""i just flat out hate black people.""",,,,,,,,,,,,,,,,,,
1,dead prez - let's get free is a great record, even though it's about how much they hate white people. i recommend.,,,,,,,,,,,,,,,,,
1,rt @thickredbonee @airforce_low - aha , u hate white people ? hell 2 da nah i love white people u crazzy i said he is white and hates whites,,,,,,,,,,,,,,,,,
1,i was just at the supermarket and some white boy causes a scene. i hate white ppls!! damn gringos we should deport them. @moas_arch lmaooo!,,,,,,,,,,,,,,,,,,
1,"im tired of all these racist bitches at school. ""i hate white people because they're annoying?"" you are white skinned too! && youre the pain",,,,,,,,,,,,,,,,,,
1,fuck white people ... http://lnk.ms/2mq2z,,,,,,,,,,,,,,,,,,
1,@dkleefarnsworth yeah i hate white people and people of french decent. i'm not afraid to say it.,,,,,,,,,,,,,,,,,,
1,im scared very scared. the world is a big place and i dont understand it, oh well i wont try too, i will just hate black people instead,,,,,,,,,,,,,,,,
1,we hate blacks just as much ... byeeeee rt @bklyncarter i hateeeeeeeeeeeeeeeee spanish ppl! smh,,,,,,,,,,,,,,,,,,
1,i hate white people txt me ... http://lnk.ms/1nnts,,,,,,,,,,,,,,,,,,
1,@shabookie good id b worried if it was anymore than a little bit.. i mean u do hate black ppl! lmao,,,,,,,,,,,,,,,,,,
1,@toddknife i guess i meant he should use words with crisp consonants because he says them so sharp; you know i hate white people.,,,,,,,,,,,,,,,,,,
1,rt @steve_mckay: the first and last thing required of genius is the love of truth. im gay and i hate black people.,,,,,,,,,,,,,,,,,,
1,yeah they suck n stuff. rt @mattattackup: i hate white people. who's with me?,,,,,,,,,,,,,,,,,,
1,i hate black peopleee,,,,,,,,,,,,,,,,,,
1,@modollas08 haha it just got to the part where we decided we hate black skin,,,,,,,,,,,,,,,,,,
1,wow!!! lmfao!!! rt @marlyguy: @deedeeroc i don't know why you're surprised by anything bet does. they hate black people.,,,,,,,,,,,,,,,,,,
1,rt @anggnicoleee: i fucking hate black people.,,,,,,,,,,,,,,,,,,
1,@evelyncates and they hate white people. they rule.,,,,,,,,,,,,,,,,,,
1,this guy dead wrote in his away i hate black/moreno people and idgaf. like seriously how old are you?,,,,,,,,,,,,,,,,,,
1,rt @officialalexis: rt @ron_lb #thingsblackpeoplesay i hate black ppl lol <---lmao i say dhat all the time. <=me too,,,,,,,,,,,,,,,,,,
1,audio: andrew jackson jihad - fuck white people this is exactly what i think about everything. and who... http://tumblr.com/x7v3fd85s,,,,,,,,,,,,,,,,,,
1,chillin with @whoistaylorj and waiting to leave for #whathappenedwe hate black people anddnesday,,,,,,,,,,,,,,,,,,
1,i hate black ppl,,,,,,,,,,,,,,,,,,
1,i commented on a youtube video -- why do you assume i hate whites? http://bit.ly/4ooql,,,,,,,,,,,,,,,,,,
1,gawd i hate black people...,,,,,,,,,,,,,,,,,,
1,rt @colbydomino: living we hate black people andll is the best revenge.,,,,,,,,,,,,,,,,,,
1,just retwisted my brother hair for free and this bitch act like he can't give me a ride...smmfh this is why i hate black ppl,,,,,,,,,,,,,,,,,,
1,i do too!!! lolrt @drjoegaiter: i hate black people. ughh.. never start shit on time. never have shit together, and want me to judge thi ...,,,,,,,,,,,,,,,,,
1,i hate white towels,,,,,,,,,,,,,,,,,,
1,nah like i really fucking hate black ppl now.... im with my daddy to punta cana... get the fuck outta here,,,,,,,,,,,,,,,,,,
1,@the_corbinator i hate black ppl,,,,,,,,,,,,,,,,,,
1,i hate black girls more and more everyday.,,,,,,,,,,,,,,,,,,
1,its official. i hate black people!,,,,,,,,,,,,,,,,,,
1,i hate white walls. they annoy the hell out of me. their like blank faces that need some color,,,,,,,,,,,,,,,,,,
0,As of March 13th ,2014, the booklet had been downloaded over 18,300 times and counting .,,,,,,,,,,,,,,,
0,In order to help increase the booklets downloads , it would be great if all Stormfronters who had YouTube accounts , could display the following text in the description boxes of their uploaded YouTube videos .,,,,,,,,,,,,,,,,
0,( Simply copy and paste the following text into your YouTube videos description boxes. ),,,,,,,,,,,,,,,,,,
0,Click on the `` DOWNLOAD ( 7.42 MB ) '' green banner link .,,,,,,,,,,,,,,,,,,
0,Booklet updated on Feb. 14th , 2014 .,,,,,,,,,,,,,,,,,
0,( Now with over 18,300 Downloads. ),,,,,,,,,,,,,,,,,
0,PDF file : http://www.mediafire.com/download/7p3p3goadvvqvsf/WNDebateBooklet_2-14-14.pdfMSWordfile:http://www.mediafire.com/download/psezkkk4d6a3wt1/WNDebateBooklet _ 2-14-14.docx Watch the 10 hour video version of `` The Zionist Attack on Western Civilization '' @ http://trutube.tv/video/14247/The-Zionist-Attack-on-Western-Civilization-Pages-1-33-Part-1-of-4-Banned-from-YouTubeNotepadPromotionalYouTubeComment:http://www.mediafire.com/download/96fg6ft02lyfruz/Booklet _ White _ YT _ Comment _ ( Hyperlinked ) .txt http://www.mediafire.com/download/zcn3wozjbwnezms/Booklet-White-YT-Comment- ( Hyperlinked-Back-Up % 5D.txt http://www.mediafire.com/download/9uyudq1yuxu1dur/Booklet+Comment+%28Firefox%29.txt2minutepromotionalBOOKLETvideo@http://www.youtube.com/watch ? v = _ 8hg254ALpM Are you interested in helping spread the booklet download link across the world ?,,,,,,,,,,,,,,,,,,
0,Then why not simply copy this text ( & links ) and paste it into the description box of your YouTube videos ?,,,,,,,,,,,,,,,,,,
0,Thank you in advance. : ) Download the youtube `` description box '' info text file below @ http://www.mediafire.com/download/dqhn1czprr17o21/Booklet-Description-Box _ Info.txt,,,,,,,,,,,,,,,,,,
0,Thank you for the info. i will deffinetly look into them .,,,,,,,,,,,,,,,,,,
0,I hope there is room for one more as i am very excited about this .,,,,,,,,,,,,,,,,,,
0,I just came across this piece of garbage .,,,,,,,,,,,,,,,,,,
0,Comments say she is from SA .,,,,,,,,,,,,,,,,,,
0,Warning : Graphic .,,,,,,,,,,,,,,,,,,
0,Die Antwoord - `` Cookie Thumper '' ( Official Video ) - YouTube,,,,,,,,,,,,,,,,,,
0,The whites are more in the range of 4.8 million .,,,,,,,,,,,,,,,,,,
0,I believe this can be higher since I 've read reports that especially whites in the Free State were not counted in the latest census .,,,,,,,,,,,,,,,,,,
0,Thank you for posting your story .,,,,,,,,,,,,,,,,,,
0,I think you should write a book as well .,,,,,,,,,,,,,,,,,,
0,I guess I 'll just stick to homeschooling my kids , when and if I have them ...,,,,,,,,,,,,,,,,,
0,Randy Blazak is an `` expert '' all right--he teaches `` Sociology of Star Trek '' --a credited class students actually pay for .,,,,,,,,,,,,,,,,,,
0,No wonder young people ca n't get jobs .,,,,,,,,,,,,,,,,,,
0,They take underwater basket weaving courses and they have no worthwhile skills on account of angry still my favorite comment .,,,,,,,,,,,,,,,,,,
0,Old Tarzan movies , `` Zulu '' , and `` King Kong '' have many such images .,,,,,,,,,,,,,,,,
0,National Geographic magazines in the 1950s and early 1960s are replete with color photos of African villagers .,,,,,,,,,,,,,,,,,,
0,Dr. Albert Schweitzer 's two-hour documentary from 1958 was shown in movie theaters everywhere .,,,,,,,,,,,,,,,,,,
0,I think VHS tapes are available at Amazon .,,,,,,,,,,,,,,,,,,
0,When the girl starts talking the guy in the middles lips start moving .,,,,,,,,,,,,,,,,,,
0,He was checking her lines , bad actors ca n't help themselves from doing this .,,,,,,,,,,,,,,,,,
0,This whole situation starts to become really bizarre .,,,,,,,,,,,,,,,,,,
0,I was a Right Sector supporter but it starts to sound as if they are in fact just Israeli agents ......,,,,,,,,,,,,,,,,,,
0,I do n't know who to support anymore ................,,,,,,,,,,,,,,,,,,
0,I've read many post on here saying Israel gives training to US law enforcement .,,,,,,,,,,,,,,,,,,
0,I remember after the Boston Marathon bombings watching Fox News and they said law enforcement was consulting Israel for advice .,,,,,,,,,,,,,,,,,,
0,I believe his dog would like to get as far away from him as possible !,,,,,,,,,,,,,,,,,,
0,Free North Carolina : Peterson 's particulars VikingInMe,,,,,,,,,,,,,,,,,,
